0,2,1,5,3,3,1,4,0,0,0
0,0,6,5,3,3,1,8,2,1,1
3,9,0,3,2,2,5,10,2,0,1
3,2,8,0,4,4,4,5,5,0,0
0,3,1,3,0,7,0,3,3,0,2
0,1,3,5,5,0,4,13,1,2,4
0,1,5,1,4,7,0,7,6,1,0
1,6,5,10,6,11,7,0,9,5,0
1,0,2,7,0,3,8,9,0,2,0
0,1,0,1,2,3,0,4,1,0,1
0,1,0,0,2,2,0,0,0,0,0
