0,0,1,1,3,3,1,2,1,2,0
0,0,2,0,0,2,1,1,0,0,2
4,1,0,7,2,3,3,12,1,3,0
4,2,11,0,7,1,2,3,4,0,0
0,0,2,10,0,1,4,2,13,5,3
0,2,3,1,1,0,3,11,2,3,6
0,2,2,6,6,4,0,4,4,1,10
0,1,13,1,1,8,3,0,2,3,7
0,0,0,2,10,0,4,0,0,3,4
0,1,1,0,4,1,3,1,2,0,1
0,0,0,0,1,5,2,7,10,1,0
