0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
3,9,0,0,0,0,0,0,0,0,0
3,2,8,0,0,0,0,0,0,0,0
0,3,1,3,0,0,0,0,0,0,0
0,1,3,5,5,0,0,0,0,0,0
0,1,5,1,4,7,0,0,0,0,0
1,6,5,10,6,11,7,0,0,0,0
1,0,2,7,0,3,8,9,0,0,0
0,1,0,1,2,3,0,4,1,0,0
0,1,0,0,2,2,0,0,0,0,0
